id,area,address,information,distance_from_subway,price,feature
60765824,DBC加州小镇C区2居室-南,[通州临河里] 八通线土桥,"['91.57㎡', '3/11层', '2室1厅', '直']",距八通线土桥站810米,￥4190(每月),"['离地铁近', '独立供暖']"
60835777,翰林庭院4居室-南卧,[大兴黄村] 4号线黄村火车站,"['13㎡', '7/14层', '4室1厅', '合']",距4号线黄村火车站站215米,￥2090(每月),"['离地铁近', '独立阳台', '独立供暖', '友家4.0 木棉']"
60752066,天通西苑一区4居室-南卧,[昌平天通苑] 5号线天通苑南,"['17.48㎡', '3/7层', '4室1厅', '合']",距5号线天通苑南站238米,￥2930(每月),"['离地铁近', '独卫', '集体供暖', '友家4.0 拿铁']"
60765326,西辛南区4居室-南卧,[顺义顺义城] 15号线石门,"['13㎡', '5/6层', '4室1厅', '合']",距15号线石门站84米,￥2390(每月),"['离地铁近', '独卫', '集体供暖', '友家4.0 拿铁']"
60780724,郁花园三里1居室-南,[大兴西红门] 4号线高米店北,"['70.49㎡', '5/18层', '1室1厅', '整']",距4号线高米店北站413米,￥4630(每月),"['离地铁近', '独立阳台', '集体供暖', '清语']"
60829700,天通苑东一区6居室-南卧,[昌平天通苑] 5号线天通苑南,"['24.7㎡', '6/6层', '6室1厅', '合']",距5号线天通苑南站1723米,￥2090(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 木棉']"
60826891,西辛南区3居室-南卧,[顺义顺义城] 15号线石门,"['13.31㎡', '5/5层', '3室1厅', '合']",距15号线石门站84米,￥2190(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 拿铁']"
60841680,紫金新干线4居室-南卧,[昌平霍营] 8号线回龙观东大街,"['19.3㎡', '3/10层', '4室1厅', '合']",距8号线回龙观东大街站1375米,￥2530(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 木棉']"
60810104,中建港怡嘉园2居室-东南,[大兴枣园] 4号线枣园,"['93.09㎡', '5/19层', '2室2厅', '直']",距4号线枣园站36米,￥5290(每月),"['离地铁近', '集体供暖']"
60824836,天秀花园澄秀园4居室-南卧,[海淀马连洼] 16号线马连洼,"['12.6㎡', '4/6层', '4室1厅', '合']",距16号线马连洼站655米,￥2890(每月),"['离地铁近', '独立阳台', '独立供暖', '友家4.0 布丁']"
60837163,云景豪庭2居室-东南,[通州梨园] 八通线梨园,"['120.04㎡', '8/26层', '2室1厅', '直']",距八通线梨园站617米,￥5000(每月),"['离地铁近', '集体供暖']"
60844063,公园懿府4居室-南卧,[丰台西红门] 4号线新宫,"['14.5㎡', '9/15层', '4室1厅', '合']",距4号线新宫站1189米,￥2490(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 木棉']"
60739588,西辛南区3居室-南卧,[顺义顺义城] 15号线石门,"['10.3㎡', '2/6层', '3室1厅', '合']",距15号线石门站84米,￥2190(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 拿铁']"
60838031,天恒花园3居室-南卧,[顺义望京] 15号线国展,"['21㎡', '9/11层', '3室1厅', '合']",距15号线国展站471米,￥2590(每月),"['离地铁近', '集体供暖', '友家4.0 木棉']"
60719414,安河家园3居室-南卧,[海淀海淀北部新区] 16号线北安河,"['10.8㎡', '13/14层', '3室1厅', '合']",距16号线北安河站392米,￥1760(每月),"['离地铁近', '独立阳台', '独立供暖', '友家4.0 布丁']"
60736580,西辛南区3居室-南卧,[顺义顺义城] 15号线石门,"['9㎡', '6/6层', '3室1厅', '合']",距15号线石门站84米,￥2030(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 拿铁']"
60828140,常营民族家园4居室-南卧,[朝阳常营] 6号线黄渠,"['14.92㎡', '4/6层', '4室1厅', '合']",距6号线黄渠站404米,￥2560(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 木棉']"
60832760,前进花园石门苑3居室-南卧,[顺义顺义城] 15号线石门,"['14.1㎡', '3/6层', '3室1厅', '合']",距15号线石门站690米,￥2160(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 木棉']"
60783470,裕龙五区4居室-南卧,[顺义顺义城] 15号线俸伯,"['16.7㎡', '3/6层', '4室1厅', '合']",距15号线俸伯站1383米,￥1930(每月),"['离地铁近', '独立阳台', '集体供暖', '友家4.0 木棉']"
