id,area,address,information,distance_from_subway,price,feature
60888253,保利春天里2居室-南卧,[大兴黄村] 4号线天宫院,"['11.1㎡', '4/24层', '2室1厅', '合']",距4号线天宫院站112米,￥2330(每月),"['离地铁近', '集体供暖', '友家4.0 木棉']"
60904153,中建港怡嘉园2居室-南,[大兴枣园] 4号线枣园,"['85.2㎡', '5/19层', '2室1厅', '整']",距4号线枣园站36米,￥6030(每月),"['离地铁近', '集体供暖', '整租4.0 清语']"
60897997,建安里小区3居室-南卧,[昌平东关] 昌平线昌平东关,"['18㎡', '4/6层', '3室1厅', '合']",距昌平线昌平东关站245米,￥1890(每月),"['离地铁近', '集体供暖', '友家4.0 布丁']"
60854353,中国铁建国际城2居室-南,[朝阳北苑] 13号线北苑,"['97.04㎡', '11/19层', '2室1厅', '整']",距13号线北苑站568米,￥7790(每月),"['离地铁近', '集体供暖', '整租4.0 清语']"
60883106,龙鼎园2居室-南,[通州九棵树家乐福] 八通线九棵树,"['112㎡', '6/11层', '2室1厅', '整']",距八通线九棵树站1547米,￥5360(每月),"['离地铁近', '独立阳台', '独立供暖', '整租4.0 优格']"
60895099,鸿坤理想城礼域府2居室-南北,[大兴西红门] 4号线西红门,"['141.27㎡', '3/18层', '2室2厅', '整']",距4号线西红门站1199米,￥8490(每月),"['离地铁近', '独卫', '整租4.0 清语']"
60870677,远洋天地二期2居室-南,[朝阳四惠] 1号线四惠,"['112.31㎡', '19/26层', '2室1厅', '整']",距1号线四惠站421米,￥9690(每月),"['离地铁近', '集体供暖', '整租4.0 清语']"
60895191,益城园3居室-南卧,[丰台马家堡] 4号线公益西桥,"['18.7㎡', '3/10层', '3室1厅', '合']",距4号线公益西桥站472米,￥2990(每月),"['离地铁近', '独立阳台', '独立供暖', '友家4.0 木棉']"
60884451,天居园2居室-南,[朝阳奥林匹克公园] 5号线立水桥南,"['73.92㎡', '20/32层', '2室1厅', '整']",距5号线立水桥南站323米,￥7160(每月),"['离地铁近', '独立供暖', '整租4.0 清语']"
60877044,青秀城4居室-南卧,[丰台草桥] 10号线纪家庙,"['15.9㎡', '3/20层', '4室1厅', '合']",距10号线纪家庙站1255米,￥2490(每月),"['离地铁近', '独立阳台', '独立供暖', '友家4.0 木棉']"
60840965,紫金新干线二期2居室-南,[昌平霍营] 8号线回龙观东大街,"['91㎡', '8/8层', '2室1厅', '直']",距8号线回龙观东大街站1390米,￥5600(每月),"['离地铁近', '独立阳台', '集体供暖', '业主直租 原味']"
60861560,紫南家园2居室-南北,[朝阳北工大] 7号线南楼梓庄,"['86.77㎡', '2/11层', '2室1厅', '整']",距7号线南楼梓庄站304米,￥6760(每月),"['离地铁近', '集体供暖', '整租4.0 清语']"
60901738,康泉小区2居室-南北,[朝阳双桥] 八通线八里桥,"['96㎡', '23/28层', '2室1厅', '整']",距八通线八里桥站778米,￥5690(每月),"['离地铁近', '独立阳台', '集体供暖', '整租4.0 优格']"
60892183,金隅七零九零4居室-南卧,[通州乔庄] 八通线土桥,"['17㎡', '1/15层', '4室1厅', '合']",距八通线土桥站1652米,￥1890(每月),"['离地铁近', '独卫', '集体供暖', '友家4.0 拿铁']"
60911449,运河湾2居室-南,[通州武夷花园] 6号线北运河西,"['102㎡', '13/29层', '2室1厅', '直']",距6号线北运河西站785米,￥6320(每月),"['离地铁近', '独卫', '集体供暖', '业主直租 原味']"
60883058,西马庄园2居室-南北,[通州通州北苑] 八通线通州北苑,"['85.18㎡', '3/6层', '2室1厅', '整']",距八通线通州北苑站1114米,￥5960(每月),"['离地铁近', '集体供暖', '整租4.0 清语']"
60901572,华业东方玫瑰1居室-南,[通州临河里] 八通线临河里,"['58㎡', '20/28层', '1室1厅', '整']",距八通线临河里站752米,￥3990(每月),"['离地铁近', '独立阳台', '集体供暖', '整租4.0 清语']"
60899485,珠江峰景4居室-南卧,[丰台岳各庄] 14号线大井,"['19.2㎡', '15/21层', '4室1厅', '合']",距14号线大井站1638米,￥3060(每月),"['离地铁近', '独卫', '独立阳台', '集体供暖', '友家4.0 拿铁']"
60804966,碧水明珠2居室-西南,[通州北关] 6号线通州北关,"['88㎡', '3/23层', '2室1厅', '整']",距6号线通州北关站776米,￥5690(每月),"['离地铁近', '集体供暖', '整租4.0 清语']"
60898191,天鸿美域2居室-南北,[丰台青塔] 14号线郭庄子,"['106.23㎡', '1/10层', '2室1厅', '整']",距14号线郭庄子站1005米,￥7460(每月),"['离地铁近', '独卫', '独立供暖', '整租4.0 清语']"
60888697,河畔丽景2居室-南北,[通州武夷花园] 6号线通运门,"['97.23㎡', '19/28层', '2室1厅', '整']",距6号线通运门站1040米,￥5230(每月),"['离地铁近', '集体供暖', '整租4.0 优格']"
60901064,华贸国际公寓3居室-西南,[朝阳大望路] 14号线大望路,"['163㎡', '19/26层', '3室2厅', '整']",距14号线大望路站353米,￥21000(每月),"['离地铁近', '独卫', '集体供暖', '自如豪宅 原味']"
60898862,塔院小区2居室-南,[海淀牡丹园] 10号线西土城,"['80.9㎡', '16/18层', '2室1厅', '整']",距10号线西土城站379米,￥7990(每月),"['离地铁近', '独立阳台', '集体供暖', '整租4.0 清语']"
60877041,青秀城4居室-南卧,[丰台草桥] 10号线纪家庙,"['15.1㎡', '3/20层', '4室1厅', '合']",距10号线纪家庙站1255米,￥2890(每月),"['离地铁近', '独卫', '独立供暖', '友家4.0 拿铁']"
60841564,翠海明苑5居室-南卧,[丰台菜户营] 4号线新宫,"['30㎡', '6/6层', '5室1厅', '合']",距4号线新宫站516米,￥2690(每月),"['离地铁近', '独卫', '集体供暖', '友家4.0 木棉']"
60869857,甜水园北里2居室-南,[朝阳甜水园] 6号线金台路,"['63.52㎡', '3/12层', '2室1厅', '整']",距6号线金台路站511米,￥6390(每月),"['离地铁近', '独立阳台', '集体供暖', '整租4.0 优格']"
60902727,中环南路5号院2居室-南,[朝阳望京] 14号线望京南,"['58.23㎡', '6/6层', '2室1厅', '整']",距14号线望京南站426米,￥6690(每月),"['离地铁近', '独立阳台', '集体供暖', '整租4.0 清语']"
